Geneid	Chr	Start	End	Strand	Length	0
CDR20291_RS12015	NC_013316.1	2585666	2586361	+	696	0
CDR20291_RS12020	NC_013316.1	2586348	2587079	+	732	0
CDR20291_RS12025	NC_013316.1	2587394	2588194	+	801	0
CDR20291_RS12030	NC_013316.1	2588735	2589451	+	717	0
CDR20291_RS12035	NC_013316.1	2589420	2591012	+	1593	0
CDR20291_RS12040	NC_013316.1	2591324	2592826	-	1503	0
CDR20291_RS12045	NC_013316.1	2592936	2593601	-	666	0
CDR20291_RS12050	NC_013316.1	2593640	2594086	-	447	0
CDR20291_RS12055	NC_013316.1	2594261	2595181	-	921	4
CDR20291_RS12060	NC_013316.1	2595184	2595996	-	813	0
CDR20291_RS12065	NC_013316.1	2596088	2597119	-	1032	0
CDR20291_RS12070	NC_013316.1	2597119	2598171	-	1053	0
CDR20291_RS12075	NC_013316.1	2598301	2599575	-	1275	0
CDR20291_RS12080	NC_013316.1	2599634	2599909	-	276	0
CDR20291_RS12085	NC_013316.1	2599970	2600428	-	459	0
CDR20291_RS12090	NC_013316.1	2601017	2603941	-	2925	0
CDR20291_RS12095	NC_013316.1	2604093	2604743	-	651	0
CDR20291_RS12100	NC_013316.1	2604807	2605379	-	573	0
CDR20291_RS12105	NC_013316.1	2605769	2606920	-	1152	0
CDR20291_RS12110	NC_013316.1	2606939	2607361	-	423	0
CDR20291_RS12115	NC_013316.1	2607391	2609529	-	2139	0
CDR20291_RS12120	NC_013316.1	2609555	2610979	-	1425	0
CDR20291_RS12125	NC_013316.1	2611575	2613074	+	1500	16
CDR20291_RS12130	NC_013316.1	2613159	2614316	-	1158	0
CDR20291_RS12135	NC_013316.1	2614431	2615351	-	921	0
CDR20291_RS12140	NC_013316.1	2615638	2616756	-	1119	0
CDR20291_RS12145	NC_013316.1	2616776	2618083	-	1308	0
CDR20291_RS12150	NC_013316.1	2618107	2618382	-	276	0
CDR20291_RS12155	NC_013316.1	2618517	2620013	-	1497	0
CDR20291_RS12160	NC_013316.1	2620206	2621597	-	1392	0
CDR20291_RS12165	NC_013316.1	2621628	2623172	-	1545	0
CDR20291_RS12170	NC_013316.1	2623199	2624602	-	1404	0
CDR20291_RS12175	NC_013316.1	2625019	2625891	+	873	0
CDR20291_RS12180	NC_013316.1	2626078	2626677	-	600	0
CDR20291_RS12185	NC_013316.1	2626790	2627869	-	1080	0
CDR20291_RS12190	NC_013316.1	2628179	2629324	-	1146	0
CDR20291_RS12195	NC_013316.1	2629335	2630867	-	1533	0
CDR20291_RS12200	NC_013316.1	2631124	2632434	-	1311	0
CDR20291_RS12205	NC_013316.1	2632466	2632939	-	474	0
CDR20291_RS12210	NC_013316.1	2633051	2634337	-	1287	0
CDR20291_RS12215	NC_013316.1	2634606	2634923	-	318	0
CDR20291_RS12220	NC_013316.1	2635008	2635955	-	948	0
CDR20291_RS12225	NC_013316.1	2636051	2636422	-	372	0
CDR20291_RS12230	NC_013316.1	2636968	2638662	-	1695	0
CDR20291_RS12235	NC_013316.1	2639154	2639975	+	822	0
CDR20291_RS12245	NC_013316.1	2640111	2640752	-	642	0
CDR20291_RS12250	NC_013316.1	2640765	2641517	-	753	0
CDR20291_RS12260	NC_013316.1	2641517	2642260	-	744	0
CDR20291_RS12265	NC_013316.1	2642284	2643072	-	789	0
CDR20291_RS12275	NC_013316.1	2643086	2644177	-	1092	0
CDR20291_RS12280	NC_013316.1	2644212	2644670	-	459	0
CDR20291_RS12285	NC_013316.1	2644663	2645748	-	1086	0
CDR20291_RS12290	NC_013316.1	2645775	2646032	-	258	0
CDR20291_RS12295	NC_013316.1	2646122	2646454	-	333	0
CDR20291_RS12300	NC_013316.1	2646710	2647546	-	837	0
CDR20291_RS12305	NC_013316.1	2647527	2648828	-	1302	0
CDR20291_RS12310	NC_013316.1	2648841	2649755	-	915	0
CDR20291_RS12315	NC_013316.1	2650173	2651630	+	1458	0
CDR20291_RS12320	NC_013316.1	2651853	2652281	+	429	0
CDR20291_RS12325	NC_013316.1	2652341	2652649	+	309	0
CDR20291_RS12330	NC_013316.1	2652796	2653818	-	1023	0
CDR20291_RS12335	NC_013316.1	2653993	2654499	-	507	0
CDR20291_RS12340	NC_013316.1	2654558	2655259	-	702	0
CDR20291_RS12345	NC_013316.1	2655477	2656547	-	1071	0
CDR20291_RS12350	NC_013316.1	2656600	2657175	-	576	0
CDR20291_RS12355	NC_013316.1	2657177	2658964	-	1788	0
CDR20291_RS12360	NC_013316.1	2659025	2660284	-	1260	0
CDR20291_RS12365	NC_013316.1	2660546	2662546	-	2001	0
CDR20291_RS12370	NC_013316.1	2662554	2664383	-	1830	0
CDR20291_RS12375	NC_013316.1	2664467	2666308	-	1842	0
CDR20291_RS12380	NC_013316.1	2666439	2666858	-	420	0
CDR20291_RS12385	NC_013316.1	2667171	2667353	+	183	0
CDR20291_RS12390	NC_013316.1	2667684	2668706	+	1023	0
CDR20291_RS12395	NC_013316.1	2668791	2668964	-	174	0
CDR20291_RS12400	NC_013316.1	2669443	2670477	-	1035	0
CDR20291_RS12405	NC_013316.1	2670470	2670847	-	378	0
CDR20291_RS19320	NC_013316.1	2671489	2671623	+	135	0
CDR20291_RS19180	NC_013316.1	2671792	2671944	+	153	0
CDR20291_RS12415	NC_013316.1	2672594	2673181	-	588	0
CDR20291_RS12420	NC_013316.1	2673247	2674281	-	1035	0
CDR20291_RS12425	NC_013316.1	2674274	2674651	-	378	0
CDR20291_RS12430	NC_013316.1	2675291	2675770	-	480	0
CDR20291_RS12435	NC_013316.1	2676065	2676769	-	705	0
CDR20291_RS12440	NC_013316.1	2677123	2678139	-	1017	0
CDR20291_RS12445	NC_013316.1	2678267	2678773	-	507	0
CDR20291_RS12450	NC_013316.1	2678932	2679600	-	669	0
CDR20291_RS12455	NC_013316.1	2680013	2680519	-	507	0
CDR20291_RS12460	NC_013316.1	2680889	2681917	-	1029	0
CDR20291_RS12465	NC_013316.1	2681965	2682825	-	861	0
CDR20291_RS12470	NC_013316.1	2683104	2683313	+	210	0
CDR20291_RS12475	NC_013316.1	2683313	2683579	+	267	0
CDR20291_RS12480	NC_013316.1	2683608	2684180	+	573	0
CDR20291_RS12485	NC_013316.1	2684414	2685604	-	1191	0
CDR20291_RS12490	NC_013316.1	2685864	2686295	-	432	0
CDR20291_RS12495	NC_013316.1	2686408	2688636	+	2229	0
CDR20291_RS12500	NC_013316.1	2688747	2689232	-	486	0
CDR20291_RS12505	NC_013316.1	2689484	2690707	+	1224	0
CDR20291_RS12510	NC_013316.1	2690711	2693845	+	3135	0
CDR20291_RS12515	NC_013316.1	2693867	2695177	+	1311	0
CDR20291_RS12520	NC_013316.1	2695387	2696283	-	897	0
CDR20291_RS12525	NC_013316.1	2696241	2696558	-	318	0
CDR20291_RS12530	NC_013316.1	2696770	2697015	-	246	0
CDR20291_RS12535	NC_013316.1	2697229	2699856	-	2628	0
CDR20291_RS12540	NC_013316.1	2699917	2700759	-	843	0
CDR20291_RS12545	NC_013316.1	2700766	2701404	-	639	0
CDR20291_RS12550	NC_013316.1	2701840	2703132	-	1293	0
CDR20291_RS12555	NC_013316.1	2703169	2703525	-	357	0
CDR20291_RS12560	NC_013316.1	2703560	2703919	-	360	0
CDR20291_RS12565	NC_013316.1	2703988	2705961	-	1974	0
CDR20291_RS12570	NC_013316.1	2706183	2707196	-	1014	0
CDR20291_RS12575	NC_013316.1	2707209	2707754	-	546	0
CDR20291_RS12580	NC_013316.1	2708130	2708999	-	870	0
CDR20291_RS12585	NC_013316.1	2709151	2710266	-	1116	0
CDR20291_RS12590	NC_013316.1	2710502	2711638	-	1137	0
CDR20291_RS12595	NC_013316.1	2711694	2713157	-	1464	0
CDR20291_RS12600	NC_013316.1	2713733	2714995	-	1263	0
CDR20291_RS12605	NC_013316.1	2715019	2716227	-	1209	0
CDR20291_RS12610	NC_013316.1	2716257	2717150	-	894	0
CDR20291_RS12615	NC_013316.1	2717168	2718226	-	1059	0
CDR20291_RS12620	NC_013316.1	2718383	2718922	-	540	0
CDR20291_RS12625	NC_013316.1	2718935	2719654	-	720	0
CDR20291_RS12630	NC_013316.1	2719657	2720733	-	1077	0
CDR20291_RS12635	NC_013316.1	2720762	2720959	-	198	0
CDR20291_RS12640	NC_013316.1	2721242	2722009	-	768	0
CDR20291_RS12645	NC_013316.1	2722289	2723836	+	1548	0
CDR20291_RS12650	NC_013316.1	2724002	2726068	-	2067	0
CDR20291_RS12655	NC_013316.1	2726068	2726946	-	879	2
CDR20291_RS12660	NC_013316.1	2727106	2727705	-	600	0
CDR20291_RS12665	NC_013316.1	2727698	2728471	-	774	0
CDR20291_RS12670	NC_013316.1	2728437	2728592	-	156	0
CDR20291_RS12675	NC_013316.1	2728665	2730044	-	1380	0
CDR20291_RS12680	NC_013316.1	2730056	2730949	-	894	0
CDR20291_RS12685	NC_013316.1	2731013	2731414	-	402	0
CDR20291_RS12690	NC_013316.1	2731533	2732252	-	720	0
CDR20291_RS12695	NC_013316.1	2732258	2732719	-	462	0
CDR20291_RS12700	NC_013316.1	2732776	2733891	-	1116	0
CDR20291_RS12705	NC_013316.1	2733830	2735173	-	1344	0
CDR20291_RS12710	NC_013316.1	2735186	2735422	-	237	0
CDR20291_RS12715	NC_013316.1	2735635	2736198	-	564	0
CDR20291_RS12720	NC_013316.1	2736391	2736888	-	498	0
CDR20291_RS12725	NC_013316.1	2736999	2737442	-	444	0
CDR20291_RS12730	NC_013316.1	2737472	2737651	-	180	4
CDR20291_RS12735	NC_013316.1	2737814	2738164	-	351	0
CDR20291_RS12740	NC_013316.1	2738207	2739505	-	1299	0
CDR20291_RS12745	NC_013316.1	2739507	2740265	-	759	0
CDR20291_RS12750	NC_013316.1	2740284	2741231	-	948	0
CDR20291_RS12755	NC_013316.1	2741672	2744080	-	2409	0
CDR20291_RS12760	NC_013316.1	2744107	2744913	-	807	0
CDR20291_RS12765	NC_013316.1	2744929	2745942	-	1014	0
CDR20291_RS12770	NC_013316.1	2745962	2747437	-	1476	0
CDR20291_RS12775	NC_013316.1	2747442	2748179	-	738	0
CDR20291_RS12780	NC_013316.1	2748438	2749547	+	1110	0
CDR20291_RS12785	NC_013316.1	2749577	2750344	+	768	0
CDR20291_RS12790	NC_013316.1	2750532	2751905	-	1374	0
CDR20291_RS12795	NC_013316.1	2751941	2752876	-	936	0
CDR20291_RS12800	NC_013316.1	2753842	2754996	-	1155	0
CDR20291_RS12805	NC_013316.1	2755207	2757054	-	1848	0
CDR20291_RS12810	NC_013316.1	2757146	2757766	-	621	0
CDR20291_RS12815	NC_013316.1	2757796	2758815	-	1020	0
CDR20291_RS12820	NC_013316.1	2758918	2760093	-	1176	0
CDR20291_RS12825	NC_013316.1	2760265	2761578	-	1314	0
CDR20291_RS12830	NC_013316.1	2761811	2763148	-	1338	0
CDR20291_RS12835	NC_013316.1	2763299	2765104	-	1806	0
CDR20291_RS12840	NC_013316.1	2765386	2765637	-	252	0
CDR20291_RS12845	NC_013316.1	2765668	2766687	-	1020	0
CDR20291_RS12850	NC_013316.1	2766705	2767658	-	954	0
CDR20291_RS12855	NC_013316.1	2768001	2768777	-	777	0
CDR20291_RS12860	NC_013316.1	2768811	2769332	-	522	0
CDR20291_RS12865	NC_013316.1	2769931	2770197	+	267	0
CDR20291_RS12870	NC_013316.1	2770384	2771427	-	1044	0
CDR20291_RS12880	NC_013316.1	2772798	2773982	-	1185	0
CDR20291_RS12885	NC_013316.1	2773991	2774896	-	906	0
CDR20291_RS12890	NC_013316.1	2775084	2775920	+	837	0
CDR20291_RS12895	NC_013316.1	2776062	2776769	-	708	0
CDR20291_RS12900	NC_013316.1	2776920	2777016	-	97	0
CDR20291_RS12905	NC_013316.1	2777259	2778098	-	840	0
CDR20291_RS12910	NC_013316.1	2778347	2779021	-	675	0
CDR20291_RS12915	NC_013316.1	2779058	2779429	-	372	0
CDR20291_RS12920	NC_013316.1	2779496	2780554	+	1059	0
CDR20291_RS12925	NC_013316.1	2780745	2781923	-	1179	0
CDR20291_RS12930	NC_013316.1	2781977	2783041	-	1065	0
CDR20291_RS12935	NC_013316.1	2783146	2784408	-	1263	0
CDR20291_RS12940	NC_013316.1	2784433	2784750	-	318	0
CDR20291_RS12945	NC_013316.1	2784809	2785264	-	456	0
CDR20291_RS12950	NC_013316.1	2785279	2787168	-	1890	0
CDR20291_RS12955	NC_013316.1	2787256	2788617	-	1362	0
CDR20291_RS12960	NC_013316.1	2788790	2789734	+	945	0
CDR20291_RS12965	NC_013316.1	2789853	2792591	-	2739	0
CDR20291_RS12970	NC_013316.1	2792696	2794579	-	1884	0
CDR20291_RS12975	NC_013316.1	2794693	2796072	-	1380	0
CDR20291_RS12980	NC_013316.1	2796123	2797169	-	1047	0
CDR20291_RS12985	NC_013316.1	2797261	2797965	-	705	0
CDR20291_RS12990	NC_013316.1	2798045	2799334	+	1290	0
CDR20291_RS12995	NC_013316.1	2799461	2799799	-	339	0
CDR20291_RS13000	NC_013316.1	2800048	2801364	-	1317	0
CDR20291_RS13005	NC_013316.1	2801741	2802562	-	822	0
CDR20291_RS13010	NC_013316.1	2802923	2804026	+	1104	0
CDR20291_RS13015	NC_013316.1	2804084	2806723	-	2640	0
CDR20291_RS13020	NC_013316.1	2807048	2807695	-	648	0
CDR20291_RS13025	NC_013316.1	2807974	2808864	+	891	0
CDR20291_RS13030	NC_013316.1	2808868	2810268	+	1401	0
CDR20291_RS13035	NC_013316.1	2810392	2811111	-	720	0
CDR20291_RS13040	NC_013316.1	2811158	2811916	-	759	0
CDR20291_RS13045	NC_013316.1	2812047	2813399	-	1353	0
CDR20291_RS13050	NC_013316.1	2813496	2815046	-	1551	0
CDR20291_RS13055	NC_013316.1	2815097	2815912	-	816	0
CDR20291_RS13060	NC_013316.1	2815933	2816415	-	483	0
CDR20291_RS13065	NC_013316.1	2816699	2817079	-	381	0
CDR20291_RS13070	NC_013316.1	2817174	2818391	-	1218	0
CDR20291_RS13075	NC_013316.1	2819050	2820678	+	1629	0
CDR20291_RS13080	NC_013316.1	2820799	2821794	+	996	2
CDR20291_RS13085	NC_013316.1	2821952	2822620	-	669	0
CDR20291_RS19325	NC_013316.1	2822719	2822850	-	132	0
CDR20291_RS13095	NC_013316.1	2823458	2825878	-	2421	2
CDR20291_RS13100	NC_013316.1	2826232	2826582	-	351	0
CDR20291_RS13105	NC_013316.1	2826699	2827271	-	573	0
CDR20291_RS13110	NC_013316.1	2827272	2827961	-	690	0
CDR20291_RS13115	NC_013316.1	2828237	2828875	+	639	0
CDR20291_RS13120	NC_013316.1	2829028	2831031	+	2004	0
CDR20291_RS13125	NC_013316.1	2831334	2831645	-	312	0
CDR20291_RS13130	NC_013316.1	2831723	2832541	-	819	0
CDR20291_RS13135	NC_013316.1	2832641	2833165	-	525	0
CDR20291_RS13140	NC_013316.1	2833184	2834326	-	1143	0
CDR20291_RS13145	NC_013316.1	2834605	2836992	-	2388	0
CDR20291_RS13150	NC_013316.1	2836985	2837668	-	684	0
CDR20291_RS13155	NC_013316.1	2837785	2839095	-	1311	0
CDR20291_RS13160	NC_013316.1	2839089	2839796	-	708	0
CDR20291_RS13165	NC_013316.1	2840100	2841941	-	1842	0
CDR20291_RS13170	NC_013316.1	2842154	2843038	-	885	0
CDR20291_RS13175	NC_013316.1	2843246	2844163	+	918	0
CDR20291_RS13180	NC_013316.1	2844292	2845626	-	1335	0
CDR20291_RS13185	NC_013316.1	2845968	2847356	+	1389	4
CDR20291_RS13190	NC_013316.1	2847437	2848645	-	1209	0
CDR20291_RS13195	NC_013316.1	2848660	2850078	-	1419	0
CDR20291_RS13200	NC_013316.1	2850096	2851172	-	1077	0
CDR20291_RS13205	NC_013316.1	2851183	2853489	-	2307	0
CDR20291_RS13210	NC_013316.1	2853494	2854474	-	981	0
CDR20291_RS13215	NC_013316.1	2854779	2856527	-	1749	0
CDR20291_RS13220	NC_013316.1	2856584	2857393	-	810	0
CDR20291_RS13225	NC_013316.1	2857409	2858326	-	918	0
CDR20291_RS13230	NC_013316.1	2858424	2859734	-	1311	0
CDR20291_RS13235	NC_013316.1	2860057	2860797	-	741	0
CDR20291_RS13240	NC_013316.1	2860800	2862059	-	1260	0
CDR20291_RS13245	NC_013316.1	2862192	2862479	-	288	0
CDR20291_RS13250	NC_013316.1	2862492	2864411	-	1920	0
CDR20291_RS13255	NC_013316.1	2864755	2865279	-	525	0
CDR20291_RS13260	NC_013316.1	2865283	2865780	-	498	0
CDR20291_RS13265	NC_013316.1	2865782	2866336	-	555	0
CDR20291_RS13270	NC_013316.1	2866395	2868452	-	2058	0
CDR20291_RS13275	NC_013316.1	2868533	2870176	-	1644	0
CDR20291_RS13280	NC_013316.1	2870195	2870545	-	351	0
CDR20291_RS13285	NC_013316.1	2870906	2871094	+	189	4
CDR20291_RS13290	NC_013316.1	2871254	2871406	-	153	0
CDR20291_RS13295	NC_013316.1	2871504	2871980	-	477	0
CDR20291_RS13300	NC_013316.1	2872199	2872960	+	762	0
CDR20291_RS13305	NC_013316.1	2873220	2875148	-	1929	0
CDR20291_RS13310	NC_013316.1	2875382	2875834	+	453	0
CDR20291_RS13315	NC_013316.1	2875837	2876145	+	309	0
CDR20291_RS13320	NC_013316.1	2876259	2877365	+	1107	0
CDR20291_RS13325	NC_013316.1	2877440	2880118	+	2679	0
CDR20291_RS13330	NC_013316.1	2880435	2882771	-	2337	0
CDR20291_RS13335	NC_013316.1	2882743	2883459	-	717	0
CDR20291_RS13340	NC_013316.1	2883874	2884530	-	657	0
CDR20291_RS13345	NC_013316.1	2884585	2885214	-	630	0
CDR20291_RS13350	NC_013316.1	2885345	2885986	-	642	0
CDR20291_RS13355	NC_013316.1	2885995	2886666	-	672	0
CDR20291_RS13360	NC_013316.1	2886671	2887555	-	885	0
CDR20291_RS13365	NC_013316.1	2887653	2888390	-	738	0
CDR20291_RS13370	NC_013316.1	2888498	2890513	-	2016	0
CDR20291_RS13375	NC_013316.1	2890530	2891282	-	753	0
CDR20291_RS13380	NC_013316.1	2891302	2892333	-	1032	0
CDR20291_RS13385	NC_013316.1	2892341	2893666	-	1326	0
CDR20291_RS13390	NC_013316.1	2893728	2894429	-	702	0
CDR20291_RS13395	NC_013316.1	2894498	2895250	-	753	0
CDR20291_RS13400	NC_013316.1	2895260	2896189	-	930	0
CDR20291_RS13405	NC_013316.1	2896204	2896644	-	441	0
CDR20291_RS13410	NC_013316.1	2896662	2899151	-	2490	0
CDR20291_RS13415	NC_013316.1	2899426	2900625	-	1200	0
CDR20291_RS13420	NC_013316.1	2900630	2900896	-	267	0
CDR20291_RS13425	NC_013316.1	2900899	2901516	-	618	0
CDR20291_RS13430	NC_013316.1	2901546	2902427	-	882	0
CDR20291_RS13435	NC_013316.1	2902431	2903261	-	831	0
CDR20291_RS13440	NC_013316.1	2903548	2904582	-	1035	0
CDR20291_RS13445	NC_013316.1	2904878	2906653	+	1776	0
CDR20291_RS13450	NC_013316.1	2906868	2908520	-	1653	0
CDR20291_RS13455	NC_013316.1	2908819	2910030	-	1212	0
CDR20291_RS13460	NC_013316.1	2910314	2910847	-	534	0
CDR20291_RS13465	NC_013316.1	2911206	2912153	-	948	0
CDR20291_RS13470	NC_013316.1	2912122	2912568	-	447	0
CDR20291_RS13475	NC_013316.1	2912878	2913657	-	780	0
CDR20291_RS13480	NC_013316.1	2913707	2914189	-	483	0
CDR20291_RS13485	NC_013316.1	2914373	2915794	-	1422	0
CDR20291_RS13490	NC_013316.1	2915940	2916710	-	771	0
CDR20291_RS13495	NC_013316.1	2916715	2917917	-	1203	0
CDR20291_RS13500	NC_013316.1	2918789	2919535	+	747	0
CDR20291_RS13505	NC_013316.1	2919925	2921316	+	1392	0
CDR20291_RS13510	NC_013316.1	2921369	2923999	+	2631	0
CDR20291_RS13515	NC_013316.1	2924651	2925652	-	1002	0
CDR20291_RS13520	NC_013316.1	2925675	2926373	-	699	0
CDR20291_RS13525	NC_013316.1	2926747	2928150	-	1404	2
CDR20291_RS13530	NC_013316.1	2928647	2929723	+	1077	0
CDR20291_RS13535	NC_013316.1	2929826	2930668	-	843	0
CDR20291_RS13540	NC_013316.1	2930852	2931424	+	573	0
CDR20291_RS13545	NC_013316.1	2931587	2931859	-	273	0
CDR20291_RS13550	NC_013316.1	2931986	2932801	-	816	0
CDR20291_RS13555	NC_013316.1	2932943	2934061	-	1119	0
CDR20291_RS13560	NC_013316.1	2935038	2938145	-	3108	0
CDR20291_RS13565	NC_013316.1	2938645	2939172	-	528	0
CDR20291_RS13570	NC_013316.1	2939207	2939992	-	786	0
CDR20291_RS13575	NC_013316.1	2940002	2940259	-	258	0
CDR20291_RS13580	NC_013316.1	2940278	2940736	-	459	0
CDR20291_RS13585	NC_013316.1	2940776	2941480	-	705	0
CDR20291_RS13590	NC_013316.1	2941490	2942125	-	636	0
CDR20291_RS13595	NC_013316.1	2942506	2943546	+	1041	0
CDR20291_RS13600	NC_013316.1	2944009	2945367	-	1359	0
CDR20291_RS13605	NC_013316.1	2945390	2945659	-	270	0
CDR20291_RS13610	NC_013316.1	2945949	2947889	-	1941	0
CDR20291_RS13615	NC_013316.1	2948073	2949548	-	1476	0
CDR20291_RS13620	NC_013316.1	2949720	2951015	-	1296	0
CDR20291_RS13625	NC_013316.1	2951199	2952644	-	1446	0
CDR20291_RS13630	NC_013316.1	2952660	2953799	-	1140	0
CDR20291_RS13635	NC_013316.1	2954118	2954768	+	651	0
CDR20291_RS13640	NC_013316.1	2954925	2955944	-	1020	0
CDR20291_RS13645	NC_013316.1	2955975	2956589	-	615	0
CDR20291_RS13650	NC_013316.1	2956624	2957949	-	1326	0
CDR20291_RS13655	NC_013316.1	2957977	2959305	-	1329	0
CDR20291_RS13660	NC_013316.1	2959543	2959743	-	201	0
CDR20291_RS13665	NC_013316.1	2959745	2960677	-	933	0
CDR20291_RS13670	NC_013316.1	2960722	2961654	-	933	0
CDR20291_RS13675	NC_013316.1	2961709	2962998	-	1290	0
CDR20291_RS13680	NC_013316.1	2963027	2963719	-	693	0
CDR20291_RS13685	NC_013316.1	2963734	2964495	-	762	0
CDR20291_RS13690	NC_013316.1	2964492	2964953	-	462	0
CDR20291_RS13695	NC_013316.1	2964975	2965238	-	264	0
CDR20291_RS13700	NC_013316.1	2965342	2966115	-	774	0
CDR20291_RS13705	NC_013316.1	2966207	2966929	-	723	0
CDR20291_RS13710	NC_013316.1	2966954	2967799	-	846	0
CDR20291_RS13715	NC_013316.1	2968117	2969391	-	1275	0
CDR20291_RS13720	NC_013316.1	2969675	2970832	-	1158	2
CDR20291_RS13725	NC_013316.1	2971022	2971375	-	354	0
CDR20291_RS13730	NC_013316.1	2971474	2972148	-	675	0
CDR20291_RS13735	NC_013316.1	2972153	2972851	-	699	0
CDR20291_RS13740	NC_013316.1	2972874	2973614	-	741	0
CDR20291_RS13745	NC_013316.1	2973884	2975110	-	1227	0
CDR20291_RS13750	NC_013316.1	2975128	2976258	-	1131	0
CDR20291_RS13755	NC_013316.1	2976310	2977665	-	1356	0
CDR20291_RS13760	NC_013316.1	2977684	2978652	-	969	0
CDR20291_RS13765	NC_013316.1	2978693	2980066	-	1374	0
CDR20291_RS13770	NC_013316.1	2980233	2982212	-	1980	0
CDR20291_RS13775	NC_013316.1	2982224	2982571	-	348	0
CDR20291_RS13780	NC_013316.1	2983057	2983992	-	936	0
CDR20291_RS13785	NC_013316.1	2984022	2984768	-	747	0
CDR20291_RS13790	NC_013316.1	2985165	2986451	-	1287	0
CDR20291_RS13795	NC_013316.1	2986466	2987731	-	1266	0
CDR20291_RS13800	NC_013316.1	2988047	2989144	+	1098	0
CDR20291_RS13805	NC_013316.1	2989623	2991902	-	2280	0
CDR20291_RS13810	NC_013316.1	2992173	2993627	-	1455	0
CDR20291_RS13815	NC_013316.1	2993791	2994660	+	870	0
CDR20291_RS13820	NC_013316.1	2994874	2996946	-	2073	2
CDR20291_RS13825	NC_013316.1	2997249	2998091	-	843	0
CDR20291_RS13830	NC_013316.1	2998338	2998832	-	495	0
CDR20291_RS13835	NC_013316.1	2998984	2999955	-	972	0
CDR20291_RS13840	NC_013316.1	2999956	3000933	-	978	0
CDR20291_RS13845	NC_013316.1	3001152	3002711	+	1560	0
CDR20291_RS13850	NC_013316.1	3002817	3003776	+	960	0
CDR20291_RS13855	NC_013316.1	3003779	3004591	+	813	0
CDR20291_RS13860	NC_013316.1	3004806	3005708	-	903	0
CDR20291_RS13865	NC_013316.1	3006063	3007241	+	1179	0
CDR20291_RS13870	NC_013316.1	3007250	3007906	+	657	0
CDR20291_RS13875	NC_013316.1	3007906	3008571	+	666	0
CDR20291_RS13880	NC_013316.1	3008676	3009452	+	777	0
CDR20291_RS13885	NC_013316.1	3009514	3010848	+	1335	0
CDR20291_RS13890	NC_013316.1	3011345	3012271	+	927	0
CDR20291_RS13895	NC_013316.1	3012663	3016202	-	3540	2
CDR20291_RS13900	NC_013316.1	3016720	3017289	-	570	0
CDR20291_RS13905	NC_013316.1	3017361	3017969	-	609	0
CDR20291_RS13910	NC_013316.1	3017977	3019740	-	1764	0
CDR20291_RS13915	NC_013316.1	3019783	3020244	-	462	0
CDR20291_RS13920	NC_013316.1	3020433	3020894	+	462	0
CDR20291_RS13925	NC_013316.1	3020987	3021157	-	171	0
CDR20291_RS13930	NC_013316.1	3021346	3021567	-	222	0
CDR20291_RS13935	NC_013316.1	3021651	3022877	-	1227	0
CDR20291_RS13940	NC_013316.1	3022939	3023871	-	933	0
CDR20291_RS13945	NC_013316.1	3023960	3024487	-	528	2
CDR20291_RS13950	NC_013316.1	3024716	3025792	+	1077	0
CDR20291_RS13955	NC_013316.1	3025879	3027087	-	1209	10
CDR20291_RS13960	NC_013316.1	3027248	3027637	-	390	0
CDR20291_RS13965	NC_013316.1	3027741	3028742	-	1002	0
CDR20291_RS13970	NC_013316.1	3029190	3030380	-	1191	0
CDR20291_RS13975	NC_013316.1	3030661	3031782	-	1122	0
CDR20291_RS13980	NC_013316.1	3031843	3032328	-	486	0
CDR20291_RS13985	NC_013316.1	3032330	3032998	-	669	0
CDR20291_RS13990	NC_013316.1	3033388	3035412	+	2025	0
CDR20291_RS13995	NC_013316.1	3035642	3036829	-	1188	0
CDR20291_RS14000	NC_013316.1	3037031	3038302	-	1272	0
CDR20291_RS14005	NC_013316.1	3038443	3039096	-	654	0
CDR20291_RS14010	NC_013316.1	3039600	3040943	+	1344	0
CDR20291_RS14015	NC_013316.1	3041090	3042454	+	1365	0
CDR20291_RS14020	NC_013316.1	3042632	3044497	-	1866	0
CDR20291_RS14025	NC_013316.1	3044733	3045950	-	1218	0
CDR20291_RS14030	NC_013316.1	3046150	3047013	-	864	0
CDR20291_RS14035	NC_013316.1	3047095	3049017	-	1923	0
CDR20291_RS14040	NC_013316.1	3049096	3049944	-	849	0
CDR20291_RS14045	NC_013316.1	3050357	3051238	+	882	0
CDR20291_RS14050	NC_013316.1	3051446	3052285	-	840	0
CDR20291_RS14055	NC_013316.1	3052464	3054398	-	1935	0
CDR20291_RS14060	NC_013316.1	3054510	3055523	-	1014	0
CDR20291_RS14065	NC_013316.1	3055548	3056423	-	876	2
CDR20291_RS14070	NC_013316.1	3056615	3056935	-	321	0
CDR20291_RS14075	NC_013316.1	3056925	3058916	-	1992	0
CDR20291_RS14080	NC_013316.1	3059038	3061581	-	2544	0
CDR20291_RS14085	NC_013316.1	3061859	3062193	-	335	4
CDR20291_RS14090	NC_013316.1	3062325	3063002	+	678	0
CDR20291_RS14095	NC_013316.1	3063162	3063236	-	75	0
CDR20291_RS14100	NC_013316.1	3063332	3066229	-	2898	2
CDR20291_RS14105	NC_013316.1	3066418	3067918	-	1501	0
CDR20291_RS14110	NC_013316.1	3068261	3069199	+	939	0
